mother,stepdaughter,category_for_map,,name,place,,country,address,Latitude,Longitude
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм преп. Серафима Саровського,Клопенбург,https://rocor.de/,Німеччина,"Brookweg 26,
49661 Cloppenburg",52.8513448,8.0806664
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада на честь свт. Іоанна Шанхайського,Котбус,https://rocor.de/,Німеччина,"Am Doll 4,
03046 Cottbus",51.7613998,14.3476045
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. рівноап. Марії Магдалини,Дармштадт,https://rocor.de/,Німеччина,"Mathildenhöhe,
64287 Darmstadt",49.8766962,8.6668723
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Парафія св. влмчк. і Цілителя Пантелеїмону,Деггендорф,https://rocor.de/,Німеччина,"Friedenskirche Am Stadtpark 1,
94469 Deggendorf",48.8453747,12.957855
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада в Діллінгені,Ділінген,https://rocor.de/,Німеччина,,48.580957651797505,10.492306985265088
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Парафія всіх святих у Дінгольфінгу,Дінгольфінг,https://rocor.de/,Німеччина,"Oberdingolfing 27,
84130 Dingolfing",48.6230595,12.500439
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада св. Анни,Дюрен,https://rocor.de/,Німеччина,"St.Angela-Realschule-Kapelle, Bismarckstrasse 24,,
52351 Düren",50.8063553,6.4891149
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Церква св. Миколи,Дюссельдорф-Нойс,https://rocor.de/,Німеччина,"Alexanderplatz 1,
41464 Düsseldorf-Neuss",51.1910608,6.672621899999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм на честь ікони Пресвятої Богородиці «Всіх скорботних радості»,Енген,https://rocor.de/,Німеччина,"Jahnstr. 3a,
78234 Engen",47.854853,8.7760105
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Пресвятої Трійці,Ерланген,https://rocor.de/,Німеччина,"Stintzingstr. 20,
91052 Erlangen",49.5815385,11.0075039
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,"Храм свв. мцц. Віри, Надії, Любові та матері їхньої Софії",Етлінген,https://rocor.de/,Німеччина,"Friedhofweg 1,
86833 Ettringen",48.064122,10.6420721
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада св. Апостолів Петра та Павла,Фленсбург,https://rocor.de/,Німеччина,"Bauer Landstraße 17,
24534 Flensburg",54.8009555,9.4200208
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. Миколи,Франкфурт-Хаузен,https://rocor.de/,Німеччина,"Am Industriehof 18,
60487 Frankfurt-Hausen",50.12984119999999,8.623021999999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Церква преп. Єфросинії Великої княгині Московської,Фройденштадт,https://rocor.de/,Німеччина,"Parkweg 13,
72250 Freudenstadt",48.46159910000001,8.4288685
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Православна парафія в ім'я св. Афанасія Олександрійського,Герольштайн,https://rocor.de/,Німеччина,"Sarresdorfer Str. 15,
54568 Gerolstein",50.2236195,6.6554897
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. блаженного Прокопія Устюзького,Гамбург,https://rocor.de/,Німеччина,"Hagenbeckstr. 10,
22527 Hamburg",53.5842415,9.946950099999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Різдва Христового,Ганновер,https://rocor.de/,Німеччина,"Plueschow Str. 6,
30163 Hannover",52.4037601,9.7396954
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,"Храм ікони Божої Матері ""Знамення""",Ганновер,https://rocor.de/,Німеччина,"Königsworther Straße 12,
30167 Hannover",52.37680839999999,9.7216209
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада святителя Іоанна Шанхайського,Гайльбронн,https://rocor.de/,Німеччина,"Goppeltstr. 5,
74076 Heilbronn",49.1547949,9.2188736
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Православна парафія,Гільдесхайм,https://rocor.de/,Німеччина,"St. Mauritius Kapelle, Bergstr. 57,
31137 Hildesheim",52.148357,9.9263391
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада св. Княгині Ольги,Гомбург,https://rocor.de/,Німеччина,"Bodelschwinghstr. 5,
66424 Homburg",49.33581479999999,7.334149799999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада в ім'я свт. Іоанна Шанхайського,Ідар-Оберштайн-Гетчід,https://rocor.de/,Німеччина,"Göttschieder Str. 43,
55743 Idar-Oberstein-Goettschied",49.72206509999999,7.335276599999998
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм святий. Миколи Мирлікійського чудотворця,Інгольштадт,https://rocor.de/,Німеччина,"Esplanade 38,
85049 Ingolstadt",48.76885859999999,11.4250389
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм свт. Іоанна Шанхайського,Карлсруе,https://rocor.de/,Німеччина,"Bernhard-Lichtenberg-Straße 46,
76189 Karlsruhe",48.98572,8.363629999999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. великомуч. і цілителя Пантелеймона,Кассель,https://rocor.de/,Німеччина,"Steinweg,
34117 Kassel",51.313871,9.5005532
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Парафія на честь рівноапп. Кирила та Мефодія,Кірхгайм-унтер-Тек,https://rocor.de/,Німеччина,"Limburgerstr. 65,
73230 Kirchheim unter Teck",48.6422477,9.461188199999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Покрови Богородиці та святителя Миколая,Клагенфурт,https://rocor.de/,Австрія,"Kaufmanngasse 11, Innere Stadt,
9020 Klagenfurt",46.62181520000001,14.3065605
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. великомуч. і цілителя Пантелеїмона,Кельн Порц-Вестховен,https://rocor.de/,Німеччина,"Neue Strasse 1,
51149 Köln Porz-Westhoven",50.9065179,7.018447099999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Парафія в ім'я рівноапостольних Костянтина та Олени,Конц,https://rocor.de/,Німеччина,"Martinstr. 22,
54329 Konz",49.6953186,6.5753594
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Парафія у Кюнцельзау,Кюнцельзау,https://rocor.de/,Німеччина,"Stuttgarterstr.34,
74653 Künzelsau",49.2769786,9.6833942
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. Миколи,Ландсхут,https://rocor.de/,Німеччина,"Regierungsplatz 541,
84028 Landshut",48.5370857,12.1558175
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Каплиця Покрови Пресвятої Богородиці,Лієнц-Пеггец,https://rocor.de/,Австрія,"Am Tristacher-Steg 27,
9900 Lienz-Peggetz",46.82255259999999,12.7903572
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. блаженного Прокопія Устюзького та Любецького,Любек,https://rocor.de/,Німеччина,"Glockengiesserstr. 2,
23552 Lübeck",53.8691855,10.6900143
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. благовірного вів. Князя Олександра Невського,Мангейм,https://rocor.de/,Німеччина,"Gärtnerstr. 10,
68169 Mannheim",49.49948,8.46339
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада святителя Луки Кримського,Майєн,https://rocor.de/,Німеччина,"St.Veitkapelle, St.Veitstr. 41,
56727 Mayen",50.328779,7.2320031
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада св. Іоанна Руського у Меммінгені,Меммінген,https://rocor.de/,Німеччина,"Eisenacher Weg 2,
87700 Memmingen",47.9900277,10.1585269
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. св. князя Володимира,Мінден,https://rocor.de/,Німеччина,"Sedanstraße 19,
32423 Minden",52.2880043,8.9462078
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Кафедральний собор свв. Новомучеників та Сповідників Російських та Свят. Миколи,Мюнхен,https://rocor.de/,Німеччина,"Lincolnstr. 58,
81549 München",48.0956355,11.5958371
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. Архістратига Михайла,Мюнхен-Людвігсфельд,https://rocor.de/,Німеччина,"Achatstr. 14,
80995 München-Ludwigsfeld",48.21694429999999,11.4896834
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Монастир преп. Іова Почаєвського,Мюнхен-Оберменцінг,https://rocor.de/,Німеччина,"Hofbauernstr. 26,
81247 München-Obermenzing",48.1622209,11.4594911
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада на честь ікони Пресвятої Богородиці «Казанської»,Мюнстер,https://rocor.de/,Німеччина,"Hammerstraße 371,
48153 Münster",51.9278613,7.6289946
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада Святої Живоначальної Трійці,Ноймюнстер,https://rocor.de/,Німеччина,"Anscharkirche Gemeindehaus Am Alten Kirchhof 4,
24534 Neumünster",54.0762012,9.9841999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада на честь Різдва Пресвяті Богородиці,Нюрнберг,https://rocor.de/,Німеччина,"Neuselsbrunn, 6,
90489 Nürnberg",49.4138312,11.1149567
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Покрови Пресвяті Богородиці,Ольденбург,https://rocor.de/,Німеччина,"Ammerländer Heerstr. 40,
26129 Oldenburg",53.1454082,8.1897503
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Покрови Пресвятої Богородиці,Регенсбург,https://rocor.de/,Німеччина,"Prüfeninger Straße 18,
93049 Regensburg",49.01900819999999,12.0803946
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада храму Успіння Богородиці,Ройтлінген,https://rocor.de/,Німеччина,"Am Heilbrunnen 148, 72766 Reutlingen",48.5126115,9.2319813
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Православний храм cв. Спиридона Триміфунтського,Родінг,https://rocor.de/,Німеччина,"Ludwigstr. 5,
93426 Roding",49.1914394,12.5260929
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Іверської ікони Божої Матері,Розенхайм,https://rocor.de/,Німеччина,"c/o Altkatholische Gemeinde, Kaiserstr. 44-46,
83022 Rosenheim",47.8601246,12.1283427
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. преподобномученуці Євгенії,Саарбрюкен,https://rocor.de/,Німеччина,"Lindenhofstrasse 1,
66115 Saarbrücken",49.2494458,6.940436999999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм св. Миколи мирлікійського чудотворця,Зальцгіттер-Лебенштедт,https://rocor.de/,Німеччина,"Posthof 16,
38226 Salzgitter-Lebenstedt",52.1538485,10.3255847
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Громада св. новомучениці цариці Олександри,Сіген,https://rocor.de/,Німеччина,"Zwinglistrasse 1,
57080 Siegen",50.8573072,7.9979862
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,"Храм на честь Різдва Святого Пророка, Предтечі та Хрестителя Господнього Івана",Штраубінг,https://rocor.de/,Німеччина,"Tilsiterstr. 7,
94315 Straubing",48.8914812,12.6032295
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Церква св. Миколи,Штутгарт,https://rocor.de/,Німеччина,"Seidenstr. 69,
70174 Stuttgart",48.7840386,9.163452399999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм-усипальниця королеви Катерини Павлівни Вюртембергської,Штутгарт-Ротенберг,https://rocor.de/,Німеччина,"Württembergstraße 340,
70327 Stuttgart-Rotenberg",48.7813702,9.2688647
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Покрови Пресвяті Богородиці,Зюдмослесфен,https://rocor.de/,Німеччина,"Diedrich-Dannemann-Strasse 234,
26203 Südmoslesfehn",53.1073811,8.1361759
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Храм Казанської Божої Матері,Унтеркірнах Шварцвальд,https://rocor.de/,Німеччина,"Kirnachtal 3-5,
78089 Unterkirnach-Schwarzwald",48.0731155,8.3887793
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,"Храм св. праведні Єлисавети, усипальниця вел. княгині Єлисавети Михайлівни",Вісбаден,https://rocor.de/,Німеччина,"Christian-Spielmann-Weg 1,
65193 Wiesbaden",50.0975808,8.234752499999999
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Православна парафія в ім'я Апостола та Євангеліста Іоанна Богослова,Віттліх,https://rocor.de/,Німеччина,"Arnold-Janssen-Straße 1,
54516 Wittlich",49.97775009999999,6.9265982
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Німецька єпархія РПЦЗ,Парафія на честь свят. Миколи Сербського,Цвайбрюкен,https://rocor.de/,Німеччина,"Karlstr. 3,
66482 Zweibrücken",49.2477519,7.3622109
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),,"Подвор'є РПЦ, Храм Святої Трійці та Іверська каплиця",Белград,http://www.patriarchia.ru/db/text/4547484.html,Сербія,"ул. Таковска, 4, 11000, Белград, Сербия",44.8112155,20.4679494
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Успенський собор (угорська Успенська парафія),Будапешт,http://hungary.orthodoxia.org,Угорщина,"1052 Budapest, Petőfi tér 2",47.4932309,19.050837
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Успенський собор (російська Свято-Троїцька парафія),Будапешт,http://hungary.orthodoxia.org,Угорщина,"1052 Budapest, Petőfi tér 2",47.4932309,19.050837
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Будапештська Свято-Сергіївська парафія,Будапешт,http://hungary.orthodoxia.org,Угорщина,"1052 Budapest, Petőfi tér 2",47.4932309,19.050837
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Іремський храм святої Олександри,Юрем,http://hungary.orthodoxia.org,Угорщина,"2096 Üröm, Patak u. 7. Levelezesi cim: 1062 Budapest, Lendvay u. 26",47.4895203,19.2856448
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Хевізська російська парафія,Хевіз,http://hungary.orthodoxia.org,Угорщина,"8380 Hévíz, Ady Endre utca 15",46.7804302,17.1888223
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Храм Святої Трійці у Мішкольці,Мишкольц,http://hungary.orthodoxia.org,Угорщина,3525 Miskolc Deák tér 7,48.10606019999999,20.7840733
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Храм Святої Трійці у Дебрецені,Дебрецен,http://hungary.orthodoxia.org,Угорщина,"4029 Debrecen, Késmárk u. 7/c",47.5290019,21.6403876
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Храм св.Георгія Побідоносця в Сегеді,Сегеда,http://hungary.orthodoxia.org,Угорщина,6720 Szeged Kazinczy u. 7,46.2563046,20.1532943
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Храм св.Георгія Побідоносця в Ніредьхазі,Ніредьхаза,http://hungary.orthodoxia.org,Угорщина,"4400 Nyíregyháza, Széchenyi u. 5",47.9524908,21.7123571
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Храм свт. Миколая в Дьондеші,Дьєндьєш,http://hungary.orthodoxia.org,Угорщина,"3200 Gyöngyös, Vachott S. u. 12",47.7864501,19.9227028
Руська православна церква (Московський патріархат),Угорська православна церква,Руська православна церква (Московський патріархат),,Храм свт. Миколая в Токаї,Токай,http://hungary.orthodoxia.org,Угорщина,"3910 Tokaj, Bethlen Gábor u. 15",48.12727,21.408146
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Кафедральний собор на честь Пресвятої Трійці,Париж,https://cerkov-ru.com/,Франція,"France, 1 quai Branly 75007 Paris",48.86097849999999,2.3006359
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Кафедральний храм на честь Трьох Святителів,Париж,https://cerkov-ru.com/,Франція,"France, 5 rue Petel",48.8410703,2.2994075
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Свято-Миколаївський собор,Ніца,https://cerkov-ru.com/,Франція,"France, avenue Nicolas II - 06000 Nice",43.7032317,7.2537094
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Храм на честь Різдва Пресвятої Богородиці,Париж,https://cerkov-ru.com/,Франція,"France, 4 rue Sainte-Geneviève",48.9025712,2.2796378
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Будинковий храм на честь свт. Мартіна Сповідника та прп. Женев'єви Паризької,Епіне-су-Сенар,https://cerkov-ru.com/,Франція,"France, 4 rue Sainte-Geneviève",48.9025712,2.2796378
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,"Храм на честь преп. Серафима Саровського, преп. Сергія та Германа Валаамських у Монжероні",Монжерон,https://cerkov-ru.com/,Франція,"France, Rue du Moulin de Senlis 91230 Montgeron",48.7127322,2.4564801
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,"Парафія на честь ікони Божої Матері ""Всіх скорботних радість"" та прп. Женев'єви Паризької",Париж,https://cerkov-ru.com/,Франція,"France, 4 rue S. Victor - 75005 Paris",48.8434912,2.3518339
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь рівноапостольних царів Костянтина та Олени,Кламар,https://cerkov-ru.com/,Франція,"France, 83 rue du Moulin-de-Pierre - 92140 Clamart",48.8099067,2.2669523
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Храм на честь Пресвятої Трійці та Новомучеників та сповідників російських,Ванв,https://cerkov-ru.com/,Франція,"France, 16 rue Michel-Ange",48.84666439999999,2.2628204
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь Архангела Божого Гавриїла,Мартініка,https://cerkov-ru.com/,Франція,"5, rue de la clairière 97200 Fort-de-France (Martinique)",14.6062875,-61.08115359999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь Покрови Божої Матері у Ліоні,Ліон,https://cerkov-ru.com/,Франція,"France, Chapelle St-Joseph des Brotteaux 146 rue Sully - LYON 6ème",45.7716219,4.8546668
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,"Жіночий монастир на честь ікони Божої Матері ""Корсунська"" у Грассак",Грассак,https://cerkov-ru.com/,Франція,"France, Doumérac - 16380 Grassac",45.567253,0.418263
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Скит на честь Святого Духа,Ле-Меніль-Сен-Дені,https://cerkov-ru.com/,Франція,"France, avenue des Bruyères - 78320 Le Mesnil-Saint-Denis Yvelines",48.7395338,1.9368783
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь Казанської ікони Божої Матері у Марселі,Марсель,https://cerkov-ru.com/,Франція,"France, 20 boulevard Madeleine Remusat - 13013 Marseille. Станция метро La Rose",43.336434,5.421974100000001
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь першомученика архідиякона Стефана та святителя Германа Осерського,Везле,https://cerkov-ru.com/,Франція,"France, Maison Romane rue du Couvent 89450 Vezelay",47.4661348,3.7470594
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Громада на честь рівноапостольної цариці Олени у Парижі,Париж,https://cerkov-ru.com/,Франція,"France, Communauté ortohodoxe 92 rue Saint Denis 75001 Paris",48.8626899,2.3499577
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь святителя Григорія Палами та мучениці Атталії у Страсбурзі,Страсбург,https://cerkov-ru.com/,Франція,"France, 6 rue du Coq - 67000 Strasbourg",48.5819797,7.740941299999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь преп. Серафима Саровського до Бордо,Бордо,https://cerkov-ru.com/,Франція,"France, 15 rue saint François-Xavier Bruges 33520 Bordeaux",44.8957757,-0.5920027000000001
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,"Громада на честь ікони Божої Матері ""Володимирська""",Тулуза,https://cerkov-ru.com/,Франція,"Тулуза, 108 Avenue de Lavaur",43.6219218,1.464504
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Громада на честь Різдва Іоанна Предтечі у Перпіньяні,Перпіньян,https://cerkov-ru.com/,Франція,"France, 11 rue Claude Monet - Perpignan",42.72009990000001,2.8932391
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Парафія на честь Спаса Нерукотворного Образу,Пюїмуаян,https://cerkov-ru.com/,Франція,"France, Puyloubard Beaussac - 24340 Mareuil",45.49851,0.466627
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,"Громада на честь ікони Божої Матері ""Скоропослушниця""",Лимож,https://cerkov-ru.com/,Франція,"France, 30 rue François Perrin 87000 Limoges Haute Vienne",45.8297548,1.247154
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,"Каплиця на честь святителя Миколи Чудотворця при ""Руському домі""",Париж,https://cerkov-ru.com/,Франція,"France, Maison russe - rue de la Cossonnerie",48.8674347,2.285733
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Корсунська єпархія,Громада на честь Усікнення Глави Іоанна Предтечі в Ам'єні,Амьєн,https://cerkov-ru.com/,Франція,"France, 30 Place Notre Dame 80000 Amiens",49.8945915,2.3021338
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,Громада Усіх Святих,Ансі,https://orthodox-europe.org,Франція,"2, place Notre Dame
F-74000 Annecy, France",45.8999371,6.1255736
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,"Церква св. Іоанна Руського, сповідника",Ліон,https://orthodox-europe.org,Франція,"4, Petite rue de la Viabert
F-69006 Lyon, France",45.766609,4.8637054
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,Церква св. Миколи Чудотворця,Ліон,https://orthodox-europe.org,Франція,"5, rue Sainte-Geneviève
F–69006 Lyon, France",45.7678526,4.8650077
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,Церква св. великомученика Георгія Побідоносця,Марсель,https://orthodox-europe.org,Франція,"16, rue Clapier
F–13001 Marseille, France",43.3021708,5.3888223
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,Церква ікони Божої Матері «Всіх скорботних Радості»,Ментон,https://orthodox-europe.org,Франція,"14, rue Paul-Morillot
F–06500 Menton, France",43.766747,7.4850841
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,Церква Воскресіння Христового,Медон,https://orthodox-europe.org,Франція,"8, rue des Bigots
F–92190 Meudon, France",48.8147223,2.2355958
Руська православна церква (Московський патріархат),РПЦ за кордоном,РПЦ за кордоном,Великобританська і Західно-Європейська єпархія РПЦЗ,Церква св. благовірного кн. Олександра Невського,По,https://orthodox-europe.org,Франція,"18, rue Jean-Réveil
F–64000 Pau, France",43.3016647,-0.3669557
